text,label
"I've been called back to work at the hotel were I was laid-off in March and I'm scared. What sorta of people are tourists during a pandemic? Not the sort you want to be around. New York State has done a good job, but careless carefree people are still spreading, and health checks at our state border don't cover people driving in from hotspots in other states.",True
"Anti-vaccine, go live under a rock and disappear from society.  Individuality does not include microbe rights to distribute unguarded.",False
"If the Donald got the shots, that should be sufficient impetus for the rest of his believers to get it.",False
"A mask has protected me from colds and the flu. For that reason alone, I will continue to wear one. 

Americans will spend the entirety of the pandemic arguing about masks. 
Grow up. Get vaccinated. Wear a mask. 
This is not over yet.",False
"When did the idea of quarantining HEALTHY people become part of the equation?  This has never been done before and by the looks of it, isn’t working. If you don’t want to go to a restaurant,stay home. No one will blame you for thinking this way but don’t act like I am killing someone by enjoying an evening out. If anything, it’s a risk for me but it does NOT have anything to do  with kids returning to school. We need to return to normal and live with this virus which is not going away any time soon.",True
Try the carrot for a bit. But then treat vax deniers like smokers and charge them more for employer sponsored health insurance. The rest of us shouldn’t be subsidizing their politicized health decisions.,False
I’m not wearing a mask to protect people who oppose vaccines.  This is nature’s way of removing people who are a threat to our population.,False
"If the ""Lab Rats"" didn't pass the test inside a restaurant..I have no expectations to go back to the office, send my kids to school, go to a hotel. The decision to set those expectations are mine. You can be the lab rat ...after all is your choice.",False
"Mask mandates are not punishment for being bad actors. They are to keep us safe. Scientists and doctors are the messengers. The anger directed at people who are reporting the facts and managing an unpredictable and mutating virus is misdirected and consequential. We're all tired and fed-up but refusing to wear a mask just because we already did that is at our own peril. We can do this - buck up, wear a mask and take care of yourself and others.",False
"Keep eating and drinking in close, indoor quarters America,

But please stop complaining about kids not being able to safely go to school. Cuz guess what—blame’s partially on you.  Hope that burger was worth it.",False
"At this point in the pandemic, if folks have chosen not to be vaccinated then they shouldn't be admitted into a hospital if/when they get Covid. The rest of us who've done our part to protect fellow Americans, and are taxpayers shouldn't get stuck paying any portion of their hospital bills because there is no fixing their level of selfishness and stupidity.",False
"TX restaurants have been open since like May.  
Everyone seems to be handling it.  

The ""new cases"" and ""deaths"" counts are completely unreliable.  A positive Covid test is not even needed for a doctor to count the death as Covid!  Now no one trusts the numbers (except old people, who are also easily fooled by phone scams, internet scams, etc).

Texas had a huge ""spike"" back when reporting rules changed re what could now count as a confirmed case.  Again, most people rolled their eyes and went about their business.

Stay home if you're afraid.  Restaurants in Dallas are as full as they can be.  I saw over a dozen super old people back at the Y today.  Even they aren't buying the hype.",True
"Of all the countless vile things the former president did to democracy, our Constitution, and the people of the US, the most recklessly insidious (Jan. 6 notwithstanding) has to be the politicization of this pandemic health crisis.

If we had been under anything resembling true and patriotic leadership, the brave and fearless people of the US would have blazed a path right through Covid-19 with judicious lockdowns and safety measures. And now, with ample supply of the vaccine, we’d already be on our way to a bright, healthy, and normal future.

But here we are in a potentially endless fight because so many misinformed people have decided that instead of being vaccinated, they’d rather run around seeing how many coronavirus variants they can add to the mix.

Unconscionable. Just inexplicable.",True
"Perhaps the market can help where sanity does not.

If a business advertises that its employees are vaccinated, I will choose it over a business that doesn't. If a business advertises that its patrons must be vaccinated, I will prefer that even more.

An airline that offered some flights on which vaccinations were required, I suspect those flights would be booked the gills. Or if a bar had a vaccine night.

We have to find a way to separate ourselves from the ignorant and encourage them to get vaccinated, and extending special permissions to the majority is one way of doing that.",False
"I'm not putting a mask on again unless it's required. Air travel, medical offices, etc. Since March, 2020 I have religiously followed all the rules. Wearing a mask even before CDC recommendations and isolating at home for the last 14 months. 2 weeks after having my second Pfizer shot, I slowly and cautiously reentered the world. Folks like us have sacrificed a lot of precious time with family and friends. Especially at my age, 68. 
If the antivaxxers don't get their shots, and this sounds harsh, but it's on them.",True
"Why hasn't this chaos happened to such an extreme degree in our peer countries?

Leadership.

Laws.

Penalties, fines, and consequences.

Societies can't organize themselves for the greater good, especially not a society that emphasizes individualism. That's why we try to build strong institutions and elect competent leaders.

We can complain about ""those people"" all we want, but without leadership, consistency, guidance, and reliance on the experts at the highest levels, we're going to have chaos and a long, long road ahead.

Which is what we have right now. So vote. Make the change you want to see. And wear a mask.",False
"Frankly, other than those that have documented  medical reasons for not getting vaccinated, my patience has past. Tie any Federal or State financial and medical benefits to getting a vaccine and the reluctant lot will line up quick enough. The time for pussyfooting around this has long past. We have three vaccines, and some inventory that is going unused. When I grew up the Federal government had the right to draft us into the military, and to stick shots in our arms at induction. And, there is surely less personal freedom now then there was then. Line them up, inoculate them and this will be a problem of our past.",False
"If you look at Bell Curve closely, it has a tail end that continues, its nature's law empirically derived. The problem with this disease is that the tail end of the curve represents a significant number of unvaccinated people, where the virus finds a critical number of unvaccinated people as a mutation testbed and tests its mutation versions.
New mutations will continue to evolve, and I don't think we will be getting rid of masks, social distancing for quite a foreseeable future.
Let us all hope that a deadlier version of mutation does not appear, but then science tells us it is a matter of time.",False
"The problem in the US is that anti-vax and anti-mask are in the same places. The places that need masking the least are also the places that are highly vaccinated. 

At some point we just need to let nature take it's course. Areas that have low vaccination rates and are anti-mask had every chance in the world to get vaccinated.",False
"There are only two things CDC has done about this pandemic—actually done pretty much on its own, not had shoved on them by morons—that annoy me are, a) foul up the initial tests and testings, and b) issue that advisory about not bothering to mask up any more. 

Myself, I got vaccinated months ago. And I’m going to be avoiding crowds and air travel for a while yet, and doing the two-mask thing while shopping for a while yet. And washing my hands a bunch. 

Eased up on some other things, like wearing a mask outdoors. 

But I don’t see what the big deal is here.",False
Outdoor dining will not be feasible come November  through March or April in most of the United States.,True
Clear as mud.  Who knew so many people wouldn’t jump at the chance to get vaccinated when this thing first dropped on us? It’s stunning and just another facet of our National Dysfunction.,False
"I fail to see why this is a ""delicate decision"". It's a simple tradeoff: your choices about yourself may be your business but you can't endanger others. That's why children have to be vaccinated against several diseases before they can go to school. This is no different.",False
"It does seem, now that I’ve been fully vaccinated and not been wearing a mask, that I still tend to distance myself if just by habit. Wearing a mask again in certain instances would now be much less onerous than it was initially. And I fully expect to now wear masks at times during the flu season, on airplanes etc. For instance we’ve seen what masking and social distancing did for the flu season last winter. Also who’s had a cold lately?",False
"Where I work at a local medical center as a physiotherapist a condition of employment since the Covid-19 vaccination came out is that in order to protect our patients and ancillary workers, all staff be vaccinated unless you have a medical reason not to be. And that any patient who is scheduled to undergo a surgical procedure is required to undergo testing for the virus  no more than 72 hours before the procedure. Also, early on in the process of arranging the surgical procedure the patient is asked if they'd like to have the vaccination or had already gotten one. Point being, is that as a result of this extra scrutiny and emphases on infection control within our medical center, the rate of staff infections from the virus has gone down significantly; as has the suspected hospital acquired infections of the disease within our patient population.

 So to me if we are serious as a nation in controlling this terrible pandemic, not only is greater scrutiny of our individual work environments necessary but so is the responsibility of the individual employer to assure that they are encouraging their workers and management to get the vaccination.

 And finally, among larger private and non-profit corporations, why hasn't the Biden Administration made it a condition of receiving Federal support, that corporations make it a condition of employment for their workers, management and subcontractors to have the vaccinations?",False
"I’m not getting vaccinated. Everyone comments about the greater good but I don’t see many people shouting about the greater good when it comes to homelessness, world hunger, etc. I have every right to decide what goes in my body. People went out and got the vaccine and ate Krispy Kreme and drank a beer. Sounds like they really value their bodies. Also, remember you can’t force vaccinations in other countries. Are you never going to travel based on the thought that no one is vaccinated? The world continued to move in the last year and it still will once everyone forcing others to get vaccinated manage their fears. If the vaccine protects YOU, awesome!",False
"Yesterday’s article on how the many variants develop, how quickly they develop, mutate, was….worrisome/educational/low-level, frightening. Alpha, beta, delta….this virus wont quit until it reaches Omega. And those unvaccinated, by choice, due to other illnesses, and even we who are fully vaccinated, risk allowing new variants, new mutations. 

Masks are hot, inconvenient. But I’m going with the WHO- for….a few more months. I’ve been on the fence as to mandating vaccinations. But more and more, I resent those who are able to get vaccinated and don’t (and that includes some family members). They endanger us all. Yes, these vaccines are experimental- we are the experiment subjects. But the alternative…is still much worse. And these variants, present and future, make it even more so. Keep the masks.",False
"the korean government sends text messages suggesting people to be silent during meals, not sit across from each other and sit diagnally from each other, and leave the resturaunt as fast as possible.we even get text messages suggesting we eat alone, and not eat even with family members.  we never had a lockdown but this kind of stuff is enough to discourage people from eating out.you got to consistently tell people how dangerous it is to eat out.it will get people to be discouraged from eating out. keep on houndinf folks and they will eventually come around",True
"Some restaurant patrons talk up a storm with each other or on their phones for extended periods of time. While some patrons may enjoy the scene, others may wish to stay away from the resulting aerosols. Thus, restaurant owners and health authorities should consider reserving certain sections of restaurants as “quiet zones,” especially during the busy dinning hours, thus reducing the amount of aerosols restaurant patrons would otherwise unwillingly inhale.",False
"Dozens to hundreds of people crowding together and sitting still without masks and breathing on each other contribute to the spreading of COVID???

I'm shocked!  Shocked!!",False
"No matter what, illnesses spread when people are (a) indoors and (b) in close proximity to each other and (c) share air and (d) HVAC systems don't change air effectively to prevent the spread of communicable agents that make people sick. So don't call it anything but reasonable thinking to ask for safe guards to be taken ... either vaccinate or diligently wear the mask, and then continue to consider the distance between people, decide whether or not washing hands is necessary (I think it is) and careful cleaning ... for another year, because of the variants that have not yet been completely resolved by tweaking the vaccines. Peace.",False
"It's a bottom line business decision. If employees don't want to get vaccinated and don't have a legitimate medical excuse( religious excuses need not apply, delusion and magical thinking is not legit), then they should be informed that their employer based health insurance will not cover COVID relates illnesses.",False
"These injections are not yet vaccines. Why is everyone going along with the claims that they are. Did you all sign informed consent forms for this treatment. Are you following VAERS and some of the health advocates and medical people (mostly women) who are suffering ongoing convulsions, with migraines, and are incapacitated, and need help with dressing, and can't drive or go places alone? Doctors are too frightened to attribute the damage to the injection, which means limited or no insurance coverage, no disability, and no jobs. I believe these problems will compete with the damage of Covid. Very difficult situation but people who know their health background and have studied the literature on vaccines since AIDS in the 80s (I'm vaccinated except for this one--still concerned and watching) must have the choice. Some people are so anaphylactic that they really can't take the chance.",False
"If an employer offers health insurance to it employees, they can treat vaccination the same as non-smoking and offer discounts for getting vaccinated. The unvaccinated are likely to cost more so it is fair to charge them more just as they do for smokers.",False
"We have not stopped masking since becoming fully vaccinated in March.  This is for the same reason as our starting masking within a week of the pandemic being recognized, it protects others.  May people have  a less than robust response  to the vaccine and remain vulnerable despite their best efforts. There is a (small) chance of the vaccinated becoming infectious with no symptoms, it would be immoral for me to take even the slightest chance with others.  Additionally we only have hard evidence on the known variants, and more will come and might be different enough to overcome the vaccine.",False
Just get the shot and stop using your neighbor or maniacs on social media as pseudoscience advisors.,False
Let’s not forget “most” Americans will have their employer’s health plan pay for the vaccine.,False
"If I'm a health insurance company and I see that someone I'm covering isn't getting a vaccination, I'm upping their rates and/or dropping them entirely. Your insurance rates should reflect your willingness to take on risk. If you're a frequent skydiver, or someone who drives race cars or refuses vaccines, your rates and policy options should reflect that.",False
"If people wish to invoke the ""my body my choice"" mantra, then at least have the decency to allow others the same when it comes to reproductive choices and the right to die with dignity. 

How I make reproductive or end of life decisions affects only me.  How YOU fail to undertake safeguarding yourself affects everyone that you come into contact with by potentially threatening their health/life if you are an asymptomatic spreader.",False
Have people forgotten the procedure masks and regular fabric masks do little to protect the person waring them.  N or P 95 masks are %95 effective in filtering out the vapor particles on the inhale.,False
"We are in this mess because yet, again Republicans don’t like to read or be read to. Trump now refuses Intelligence briefings. 

Viruses are not a joke. Once you get one you can feel it’s effects to the day you die. It’s a thing that keeps giving. 

When ignorance rules we must demand that truth rule the day. FB, Twitter are more powerful than any government at this time. If we have laws against hate speech. Why can’t FB and Twitter just use those guide lines. We all know empirically that the world is round. Why do we permit people who don’t believe in science have such a platform. 

We must protect this great nation against stupidly because it is easily manipulated by bad people.",False
Allow for opting out but it is a make it nightmare for those that wish to pursue it. I don't want to ain't enough. After all it is for the good of everybody and ignorance or stupidity should not win over rationale thought. Also if we never hit herd immunity which Donald previewed the new virus can be formed which will only complicate and make this epidemic last so much longer. And just how stupid would that be. Donald created a mess and let us get it over with for the sake of normalcy....Think about it please.,False
"With all these variants popping up why is international travel still allowed in the United States?  We have the advantage of being oceans away from the UK and India, yet the variants that emerged in those places still made it all the way over here.  Why?",False
"I know many people who died from covid and I was all for masks and precautions all along, but at this point it's simply overkill. Read the fine print and science to see that the risk to vaccinated individuals from Delta is minute and speculative at best. Will we all keep wearing masks forever to avoid a tiny risk for which we don't take similar levels of precautions in any other case? Enough with the masks and the hype, unless a real and clearcut risk and danger returns.",False
"As is often the case with much (not all) of The New York Times' reporting on Covid, the good news -- news that totally undermines the panic and negativity of the headline -- is buried towards the end of the article: ""Several studies have shown that while current vaccines are effective against Delta, they are slightly less so than against most other variants.""  For the authors to ominously frame a piece around the delta variant using language like ""worrisome,"" ""nervous,"" concerned,"" ""fearsome,"" when -- by the authors' own acknowledgment -- the risk posed to vaccinated individuals is apparently only ""slightly less"" than what vaccinated individuals face with other variants is irresponsible and credibility-damaging reporting.  

Reminds me of the alarmism that we saw earlier this year in much of the Times' reporting on the South Africa variant -- where certain authors wrote about ""concerns"" that ""some experts"" had about that ""worrisome"" variant, forecasting a doomsday scenario that never materialized.  Maybe this kind of fear-inducing writing on variants will just have to keep happening in cycles.  There's a whipping up of ""concern,"" and then a quiet petering out -- when the actual data don't bear out the overhyped fear.",False
"This is a brand new viral pandemic and we don’t yet know how it’s going to play out. If vaccine protection is transient or increasingly ineffective as new variants emerge, or if a substantial number of our fellows remain available to keep it propagating, then we’ll need ongoing public health measures for everyone’s protection. We can certainly try incentives first, but at some point there will have to be mandates much like there are for public school attendance. Ideally vaccines will also need formal approvals beyond EUA’s.

We should also remember that some of those vaccinated won’t be adequately protected. People who’ve had strong chemotherapy or take powerful immunosuppressives for autoimmune diseases or have one of the many congenital immune deficiencies (and there are millions) can safely get a vaccine that’s not a live virus, but can still remain extremely vulnerable to Covid. And a small percentage of healthy vaccinees can still get infected. A fully vaccinated Golden State Warrior player recently came out and described how seriously ill he’s been for the last few weeks, and I wouldn’t wish that on anyone. 

Covid 19 is no joke and I have no respect for those who choose to be uninformed and an ongoing threat to their fellows. Try the carrot and maybe we’ll get lucky enough with that. But at some point it’s likely the greater good will require sacrifices or penalties so we can all move on.",False
"I just spent 3 days in Detroit at a conference interacting with literally hundreds of people without a mask or a vaccine. I didnt get Covid. Covid fearmongering is so tiresome. Cases have drastically fallen to the lowest levels since testing was widely available. The Delta variant is more transmissible but there is not a lot of concrete data proving that its more deadly. It has this scary sounding name and gets hyped up by the media, but in reality its just Covid. Im not afraid of Covid, and no one is going to scare me with media hype. As an MIT-educated biologist, I know data. And data shows that Delta is not some new scary thing but rather just another version of the same disease we have been dealing with for 18 months. Sure, its more transmissible. But viruses generally evolve to become more transmissible and less deadly. Covid will do the same. By the time we get to the Omega variant we will have a common cold. Stop being afraid. The media is the virus.",False
"This is a wasted opportunity for companies to step up and help society by mandating the vaccines for their employees (with exceptions for legitimate medical reasons, of course). There are already many precedents for arguably worse invasions of privacy in the corporate world, including mandatory drug testing (ie. urine tests) and intrusive personal background and credit checks during hiring.

In the short term, unvaccinated employees prolong the pandemic and endanger not just themselves but their customers and coworkers as well.

On a broader level, declining to take a free vaccine that has proved incredibly safe and effective in the midst of a deadly pandemic shows a staggering lack of good judgement. If an airline attendant, for example, won't take this common-sense precaution to protect themselves and others, how can I be sure they will make a better judgement call in the event of an in-flight emergency? 

Employees are routinely fired for exhibiting poor judgement in other ways, such as posting an offensive comment online or being caught on video doing something that reflects poorly on their employer. Vaccine denial seems like an equally valid way to filter out employees a company might not want anyway.",False
"Republicans are mostly hurting themselves when they don't get vaccinated and don't wear masks. If the delta variant breaks out in the USA, Republicans will be the ones hit the hardest.",False
"Where I live there are plenty of folks willing to let strangers sicken and die because their imaginary sky gods will sort it all out afterwards.
Not having an imaginary sky god, despite having been vaccinated, I'll wear a mask and avoid the deluded. There are worse forms of contagion than Covid-19.",False
"I haven't eaten out in a restaurant at all since this started, and I won't until there's an effective vaccine. For those who say that could be a year or two away, THAT'S FINE, I'LL WAIT!

A meal eaten at a restaurant is not worth risking my life over, nor is it worth risking the lives of my nearest & dearest.

I have the patience to wait this out, and it's too bad so much of this country is afflicted with a ridiculously short attention span AND the entitlement virus.

Let me put it this way: If World War II happened now, we wouldn't stand a chance, b/c everyone would be so lazy, so out-of-shape, and so selfish - totally unwilling to ""do without."" It would end up being easier to learn how to order from Mickey D's in Russian or German.",True
"Can't this be turned the other way around ? What if I get sick because my coworker is not vaccinated ? Or because my waitress isn't ? Will the company be liable for that ?

I'm all for privacy, but we already lost so much time (and so many life !) wondering about those questions. If people were responsible and able to understand that their liberty stops with the liberty of the others starts, that wouldn't even be an issue. Since it is not the case, maybe we can act first with temporary rules and in the meanwhile think about the fairest way to handle this.",False
Companies who no longer have any loyalty to their employees have NO business directing their employees health care decisions.  My health care is not a collaborative exercise for managers who have no real concern for me or my family.,False
"Move the goal post.  When the facts change, I change my mind, what do you do sir?  The new variant changes the facts.",False
"“Delicate balance”?

Nothing “delicate” about possible death (to self or others), long term incapacity, etc — on the other side of that equation.

Get your vaccine. Do the right thing.",False
"""Big brother""? No. Companies requiring vaccinations are simply choosing to operate in their self-interest, as is their right. Employees and customers also have the right to work/shop elsewhere. In a free country, preservation of the freedoms of individuals AND companies is important!",False
"If people were bleeding out their eyes and ears, or coughing and vomiting blood, like with Ebola, they’d get the vaccine.  Instead they think THEY can handle Covid, not caring about spreading to others who can’t. This selfishness is a failure of our nation.  We call ourselves a “Christian” nation but it seems these same “Christians” only think about themselves, the opposite of their leader’s teachings.",False
"“Don’t Tread on Me”, one of the Trump Insurrectionists’ favorite rallying cries, will be replaced by the liberty-loving warning “Don’t Vaccinate Me”!",False
"The CDC prematurely rolled out guidelines saying that unvaccinated people didn't need to wear masks indoors anymore, regardless of the vaccination status of others. The WHO and LA County guidelines are much more protective and conducive to stopping the continued spread of Covid. My family and I are fully vaccinated and we are continuing to wear masks indoors unless we are with a small group that we know is also fully vaccinated. At this point, there is no clarity from the scientists about the likelihood of vaccinated people contracting long Covid from a mild or asymptomatic infection, so we don't want to take that risk. We also don't want to risk being an unwitting transmitter of the disease to others who cannot get vaccinated or who don't have a strong immune response.",False
"I mean, I suppose it comes down to what the goals are, doesn't it? Is the goal to have absolutely zero spread, ever? If so, we'd have to gird ourselves to the idea of permanent masking. Obviously that's unrealistic, and a slippery slope. Is the goal to maintain adequate hospital beds, etc to care for those who have the most serious reactions to the virus - as was the rationale so many months ago? Well, have we done that yet? I'd like more reporting that gives us this information. We need a very clear explanation of just what we are trying to do here.",False
